GroupID,Segment,Person.1,Person.2,LSM,WC.Person.1,WC.Person.2,ppron.Person.1,ppron.Person.2,ipron.Person.1,ipron.Person.2,article.Person.1,article.Person.2,prep.Person.1,prep.Person.2,negate.Person.1,negate.Person.2,adverb.Person.1,adverb.Person.2,auxverb.Person.1,auxverb.Person.2,conj.Person.1,conj.Person.2
gpt-4o_prompt3_ethical82_2,1,human,agent,0.61,24,222,8.33,1.8,8.33,6.31,8.33,4.95,16.67,10.81,4.17,0.9,4.17,4.95,16.67,12.16,0,7.66
gpt-4o_prompt3_ethical82_3,1,human,agent,0.71,23,224,4.35,1.79,8.7,5.8,8.7,7.14,13.04,13.39,4.35,0,8.7,4.46,8.7,6.25,4.35,5.8
gpt-4o_prompt3_ethical82_4,1,human,agent,0.52,19,223,0,4.04,10.53,4.93,5.26,6.28,5.26,9.42,5.26,0.45,0,4.04,5.26,8.07,5.26,5.83
gpt-4o_prompt3_ethical82_5,1,human,agent,0.50,21,229,0,2.18,14.29,6.55,4.76,4.8,4.76,11.35,0,0,23.81,3.93,23.81,7.42,0,7.86
gpt-4o_prompt4_ethical82_1,1,human,agent,0.60,29,222,13.79,4.5,3.45,5.86,3.45,5.41,6.9,10.36,3.45,0.9,3.45,4.05,20.69,9.46,0,6.76
gpt-4o_prompt4_ethical82_2,1,human,agent,0.65,24,229,8.33,6.55,8.33,6.99,8.33,5.68,16.67,13.1,4.17,0,4.17,4.8,16.67,10.04,0,7.42
gpt-4o_prompt4_ethical82_3,1,human,agent,0.76,23,225,4.35,3.11,8.7,8,8.7,6.22,13.04,10.22,4.35,0.44,8.7,4.89,8.7,9.78,4.35,7.11
gpt-4o_prompt4_ethical82_4,1,human,agent,0.51,19,226,0,2.21,10.53,5.75,5.26,4.87,5.26,11.06,5.26,0.44,0,4.87,5.26,7.96,5.26,7.96
gpt-4o_prompt4_ethical82_5,1,human,agent,0.45,21,223,0,2.24,14.29,5.38,4.76,7.17,4.76,13.9,0,0,23.81,3.59,23.81,7.62,0,8.52
gpt-4o_prompt0_ethical83_1,1,human,agent,0.71,31,197,12.9,4.06,3.23,2.54,6.45,3.05,9.68,12.18,0,0,6.45,2.03,22.58,7.11,6.45,9.64
gpt-4o_prompt0_ethical83_2,1,human,agent,0.46,18,207,5.56,2.9,11.11,2.42,5.56,4.35,0,14.98,5.56,0.48,0,3.38,11.11,6.76,5.56,7.25
gpt-4o_prompt0_ethical83_3,1,human,agent,0.51,16,204,0,2.45,6.25,3.43,6.25,3.43,12.5,12.25,6.25,0,6.25,5.39,12.5,7.84,0,7.84
gpt-4o_prompt0_ethical83_4,1,human,agent,0.59,17,208,0,2.4,5.88,4.33,5.88,2.88,5.88,11.54,5.88,0,5.88,4.33,11.76,8.17,5.88,7.69
gpt-4o_prompt0_ethical83_5,1,human,agent,0.35,21,206,0,0.97,14.29,3.4,4.76,2.91,14.29,12.62,0,1.46,9.52,0.49,19.05,9.22,0,7.28
gpt-4o_prompt1_ethical83_1,1,human,agent,0.69,31,194,12.9,2.58,3.23,1.55,6.45,3.09,9.68,9.28,0,0,6.45,3.09,22.58,6.19,6.45,9.28
gpt-4o_prompt1_ethical83_2,1,human,agent,0.44,18,203,5.56,3.94,11.11,4.43,5.56,1.97,0,13.79,5.56,0,0,2.96,11.11,6.4,5.56,7.88
gpt-4o_prompt1_ethical83_3,1,human,agent,0.55,16,202,0,1.98,6.25,4.95,6.25,3.96,12.5,9.9,6.25,0,6.25,6.44,12.5,8.91,0,5.94
gpt-4o_prompt1_ethical83_4,1,human,agent,0.58,17,200,0,2,5.88,4,5.88,3.5,5.88,11.5,5.88,0,5.88,4,11.76,7.5,5.88,8
gpt-4o_prompt1_ethical83_5,1,human,agent,0.34,21,205,0,0.49,14.29,3.41,4.76,2.44,14.29,11.71,0,0.98,9.52,0.49,19.05,9.27,0,9.27
gpt-4o_prompt2_ethical83_1,1,human,agent,0.73,31,211,12.9,4.27,3.23,1.9,6.45,2.84,9.68,11.85,0,0,6.45,4.74,22.58,6.64,6.45,9.48
gpt-4o_prompt2_ethical83_2,1,human,agent,0.46,18,217,5.56,5.99,11.11,2.3,5.56,2.76,0,12.9,5.56,0.46,0,5.07,11.11,6.91,5.56,9.22
gpt-4o_prompt2_ethical83_3,1,human,agent,0.55,16,223,0,3.14,6.25,5.83,6.25,4.93,12.5,13.45,6.25,0.45,6.25,2.69,12.5,9.87,0,6.73
gpt-4o_prompt2_ethical83_4,1,human,agent,0.60,17,212,0,3.77,5.88,6.6,5.88,2.83,5.88,11.32,5.88,0.47,5.88,3.3,11.76,7.55,5.88,7.55
gpt-4o_prompt2_ethical83_5,1,human,agent,0.43,21,224,0,1.79,14.29,5.36,4.76,5.36,14.29,14.73,0,1.34,9.52,2.23,19.05,8.04,0,9.38
gpt-4o_prompt3_ethical83_1,1,human,agent,0.80,31,221,12.9,4.52,3.23,2.71,6.45,5.88,9.68,11.76,0,0,6.45,4.52,22.58,5.88,6.45,8.14
gpt-4o_prompt3_ethical83_2,1,human,agent,0.48,18,227,5.56,5.29,11.11,3.08,5.56,4.85,0,14.98,5.56,0,0,3.52,11.11,5.73,5.56,7.49
gpt-4o_prompt3_ethical83_3,1,human,agent,0.50,16,223,0,3.14,6.25,4.48,6.25,5.83,12.5,14.35,6.25,0,6.25,3.14,12.5,5.38,0,6.73
gpt-4o_prompt3_ethical83_4,1,human,agent,0.59,17,231,0,2.16,5.88,4.33,5.88,5.63,5.88,11.26,5.88,0.43,5.88,2.6,11.76,5.63,5.88,8.66
gpt-4o_prompt3_ethical83_5,1,human,agent,0.48,21,221,0,2.26,14.29,4.07,4.76,7.69,14.29,13.12,0,0,9.52,0.9,19.05,6.33,0,9.5
gpt-4o_prompt4_ethical83_1,1,human,agent,0.70,31,230,12.9,6.96,3.23,3.91,6.45,4.78,9.68,11.74,0,0.87,6.45,5.65,22.58,8.26,6.45,10
gpt-4o_prompt4_ethical83_2,1,human,agent,0.54,18,217,5.56,5.07,11.11,5.07,5.56,3.69,0,11.52,5.56,0.46,0,6.91,11.11,9.22,5.56,7.37
gpt-4o_prompt4_ethical83_3,1,human,agent,0.58,16,221,0,2.71,6.25,4.98,6.25,6.33,12.5,11.31,6.25,0.9,6.25,4.07,12.5,8.14,0,6.79
gpt-4o_prompt4_ethical83_4,1,human,agent,0.61,17,225,0,2.22,5.88,6.22,5.88,3.56,5.88,12,5.88,0.44,5.88,3.11,11.76,8.44,5.88,8.89
gpt-4o_prompt4_ethical83_5,1,human,agent,0.45,21,225,0,1.78,14.29,6.22,4.76,5.33,14.29,14.22,0,0.89,9.52,3.11,19.05,8,0,8.89
gpt-4o_prompt0_ethical84_1,1,human,agent,0.59,24,217,8.33,2.3,8.33,3.23,4.17,3.69,16.67,14.29,0,1.38,16.67,4.15,16.67,7.37,8.33,11.52
gpt-4o_prompt0_ethical84_2,1,human,agent,0.51,19,216,5.26,1.39,10.53,3.7,10.53,3.24,5.26,11.11,5.26,1.39,0,3.7,10.53,11.11,5.26,11.11
gpt-4o_prompt0_ethical84_3,1,human,agent,0.45,19,218,5.26,1.83,10.53,2.75,5.26,3.67,10.53,12.39,5.26,0.92,0,4.59,21.05,9.17,0,9.63
gpt-4o_prompt0_ethical84_4,1,human,agent,0.47,19,218,0,1.83,10.53,2.75,5.26,4.13,5.26,9.63,5.26,0.92,0,2.29,15.79,9.17,5.26,9.63
gpt-4o_prompt0_ethical84_5,1,human,agent,0.40,20,218,0,0.92,15,5.5,5,2.29,10,14.68,5,0.92,10,2.29,20,6.88,0,8.26
gpt-4o_prompt1_ethical84_1,1,human,agent,0.63,24,203,8.33,0.49,8.33,1.97,4.17,2.46,16.67,11.33,0,0,16.67,5.91,16.67,7.39,8.33,11.33
gpt-4o_prompt1_ethical84_2,1,human,agent,0.49,19,214,5.26,1.4,10.53,4.21,10.53,2.8,5.26,11.21,5.26,0.93,0,4.21,10.53,8.41,5.26,10.75
gpt-4o_prompt1_ethical84_3,1,human,agent,0.37,19,212,5.26,1.89,10.53,3.3,5.26,1.42,10.53,11.79,5.26,0,0,5.66,21.05,8.96,0,9.91
gpt-4o_prompt1_ethical84_4,1,human,agent,0.41,19,213,0,0.94,10.53,4.69,5.26,2.35,5.26,10.8,5.26,0,0,4.23,15.79,7.98,5.26,9.39
gpt-4o_prompt1_ethical84_5,1,human,agent,0.42,20,216,0,0.93,15,5.56,5,2.31,10,12.96,5,0.93,10,2.78,20,8.33,0,10.65
gpt-4o_prompt2_ethical84_1,1,human,agent,0.63,24,220,8.33,3.18,8.33,4.09,4.17,5.45,16.67,11.36,0,0.91,16.67,7.27,16.67,8.64,8.33,6.82
gpt-4o_prompt2_ethical84_2,1,human,agent,0.59,19,223,5.26,4.04,10.53,5.38,10.53,4.04,5.26,11.21,5.26,0.9,0,5.83,10.53,10.31,5.26,8.97
gpt-4o_prompt2_ethical84_3,1,human,agent,0.50,19,223,5.26,3.59,10.53,4.93,5.26,4.04,10.53,11.66,5.26,0.45,0,6.28,21.05,8.97,0,8.97
gpt-4o_prompt2_ethical84_4,1,human,agent,0.48,19,221,0,4.07,10.53,7.69,5.26,2.26,5.26,11.31,5.26,0.9,0,4.98,15.79,8.6,5.26,8.14
gpt-4o_prompt2_ethical84_5,1,human,agent,0.50,20,225,0,2.67,15,7.56,5,4,10,13.78,5,1.33,10,3.56,20,10.22,0,8.44
gpt-4o_prompt3_ethical84_1,1,human,agent,0.62,24,230,8.33,1.74,8.33,5.65,4.17,5.65,16.67,13.48,0,0.43,16.67,4.78,16.67,8.7,8.33,7.39
gpt-4o_prompt3_ethical84_2,1,human,agent,0.56,19,229,5.26,3.93,10.53,5.68,10.53,3.06,5.26,13.1,5.26,0.44,0,5.68,10.53,9.17,5.26,7.86
gpt-4o_prompt3_ethical84_3,1,human,agent,0.44,19,227,5.26,2.2,10.53,6.17,5.26,3.52,10.53,11.89,5.26,0,0,4.85,21.05,6.61,0,8.81
gpt-4o_prompt3_ethical84_4,1,human,agent,0.48,19,231,0,3.03,10.53,6.49,5.26,3.9,5.26,12.99,5.26,0.43,0,3.9,15.79,9.09,5.26,7.79
gpt-4o_prompt3_ethical84_5,1,human,agent,0.46,20,229,0,2.18,15,6.99,5,3.06,10,13.97,5,0.87,10,3.93,20,9.17,0,7.86
gpt-4o_prompt4_ethical84_1,1,human,agent,0.66,24,222,8.33,4.05,8.33,7.21,4.17,5.41,16.67,13.51,0,1.35,16.67,3.15,16.67,7.66,8.33,9.01
gpt-4o_prompt4_ethical84_2,1,human,agent,0.60,19,220,5.26,5.91,10.53,6.36,10.53,4.55,5.26,11.36,5.26,0.91,0,5,10.53,7.73,5.26,9.55
gpt-4o_prompt4_ethical84_3,1,human,agent,0.54,19,223,5.26,4.04,10.53,6.28,5.26,4.93,10.53,13,5.26,0.9,0,4.04,21.05,8.52,0,8.52
gpt-4o_prompt4_ethical84_4,1,human,agent,0.50,19,225,0,4,10.53,5.78,5.26,5.33,5.26,12.89,5.26,0.89,0,4,15.79,8.44,5.26,8.89
gpt-4o_prompt4_ethical84_5,1,human,agent,0.51,20,221,0,1.81,15,7.24,5,4.07,10,15.38,5,1.81,10,4.07,20,8.6,0,8.14
gpt-4o_prompt0_ethical85_1,1,human,agent,0.46,16,215,12.5,3.26,6.25,3.72,0,5.12,18.75,13.02,6.25,0.47,6.25,5.58,18.75,7.91,0,7.44
gpt-4o_prompt0_ethical85_2,1,human,agent,0.42,15,222,6.67,1.8,20,6.31,6.67,5.86,6.67,15.32,6.67,0.9,0,5.41,20,9.46,0,6.76
gpt-4o_prompt0_ethical85_3,1,human,agent,0.45,15,217,0,5.99,6.67,4.15,6.67,5.07,20,11.98,6.67,0.46,20,3.69,13.33,8.76,0,8.29
gpt-4o_prompt0_ethical85_4,1,human,agent,0.50,15,223,0,1.79,6.67,4.93,6.67,6.28,0,13,6.67,0,13.33,3.59,13.33,7.62,6.67,6.73
gpt-4o_prompt0_ethical85_5,1,human,agent,0.36,13,213,0,0.94,15.38,4.69,7.69,6.57,7.69,13.62,0,0.47,7.69,1.88,30.77,7.51,0,7.51
gpt-4o_prompt1_ethical85_1,1,human,agent,0.49,16,222,12.5,2.7,6.25,6.76,0,4.95,18.75,16.22,6.25,0.45,6.25,4.95,18.75,8.56,0,5.41
gpt-4o_prompt1_ethical85_2,1,human,agent,0.42,15,219,6.67,3.2,20,4.57,6.67,8.68,6.67,14.16,6.67,0.91,0,3.2,20,8.22,0,5.94
gpt-4o_prompt1_ethical85_3,1,human,agent,0.49,15,219,0,3.2,6.67,5.94,6.67,6.85,20,10.96,6.67,0.46,20,4.11,13.33,8.68,0,7.31
gpt-4o_prompt1_ethical85_4,1,human,agent,0.50,15,217,0,1.84,6.67,6.91,6.67,6.45,0,11.52,6.67,0.46,13.33,2.3,13.33,7.83,6.67,5.53
gpt-4o_prompt1_ethical85_5,1,human,agent,0.31,13,203,0,1.97,15.38,4.43,7.69,4.93,7.69,15.27,0,0.49,7.69,0.99,30.77,5.91,0,4.93
gpt-4o_prompt2_ethical85_1,1,human,agent,0.58,16,228,12.5,9.65,6.25,5.26,0,2.63,18.75,15.35,6.25,1.32,6.25,6.58,18.75,8.77,0,6.58
gpt-4o_prompt2_ethical85_2,1,human,agent,0.46,15,219,6.67,4.11,20,4.57,6.67,5.94,6.67,13.24,6.67,0.91,0,4.57,20,10.05,0,7.31
gpt-4o_prompt2_ethical85_3,1,human,agent,0.52,15,220,0,2.27,6.67,7.27,6.67,7.73,20,15.91,6.67,0.91,20,3.64,13.33,10,0,8.18
gpt-4o_prompt2_ethical85_4,1,human,agent,0.57,15,223,0,3.14,6.67,8.07,6.67,6.28,0,11.21,6.67,1.35,13.33,5.38,13.33,9.87,6.67,5.83
gpt-4o_prompt2_ethical85_5,1,human,agent,0.41,13,220,0,2.27,15.38,5.45,7.69,7.27,7.69,12.73,0,0.91,7.69,3.64,30.77,7.27,0,9.09
gpt-4o_prompt3_ethical85_1,1,human,agent,0.47,16,225,12.5,2.67,6.25,7.11,0,6.22,18.75,14.67,6.25,0.44,6.25,5.78,18.75,6.22,0,8
gpt-4o_prompt3_ethical85_2,1,human,agent,0.43,15,222,6.67,3.15,20,5.41,6.67,6.76,6.67,13.96,6.67,0.45,0,3.6,20,8.56,0,7.21
gpt-4o_prompt3_ethical85_3,1,human,agent,0.43,15,215,0,1.4,6.67,4.65,6.67,6.98,20,10.7,6.67,0,20,2.79,13.33,6.98,0,7.91
gpt-4o_prompt3_ethical85_4,1,human,agent,0.48,15,221,0,2.71,6.67,4.98,6.67,8.14,0,12.67,6.67,0,13.33,2.71,13.33,8.14,6.67,7.24
gpt-4o_prompt3_ethical85_5,1,human,agent,0.49,13,217,0,2.3,15.38,5.07,7.69,6.45,7.69,13.36,0,0,7.69,2.3,30.77,5.07,0,5.53
gpt-4o_prompt4_ethical85_1,1,human,agent,0.54,16,224,12.5,8.04,6.25,5.8,0,5.8,18.75,14.29,6.25,0.89,6.25,4.46,18.75,8.48,0,6.7
gpt-4o_prompt4_ethical85_2,1,human,agent,0.43,15,219,6.67,5.02,20,5.48,6.67,9.59,6.67,12.79,6.67,0.46,0,4.11,20,6.39,0,8.22
gpt-4o_prompt4_ethical85_3,1,human,agent,0.51,15,218,0,5.5,6.67,5.96,6.67,8.26,20,14.68,6.67,0.92,20,4.13,13.33,8.72,0,5.96
gpt-4o_prompt4_ethical85_4,1,human,agent,0.44,15,224,0,5.36,6.67,3.57,6.67,10.27,0,12.5,6.67,0.45,13.33,4.02,13.33,5.36,6.67,8.93
gpt-4o_prompt4_ethical85_5,1,human,agent,0.41,13,229,0,4.37,15.38,8.3,7.69,8.3,7.69,13.97,0,1.31,7.69,2.18,30.77,8.73,0,6.55
gpt-4o_prompt0_ethical86_1,1,human,agent,0.50,29,204,17.24,5.39,3.45,3.92,10.34,5.39,6.9,10.29,0,0.98,6.9,2.45,17.24,6.86,0,6.37
gpt-4o_prompt0_ethical86_2,1,human,agent,0.36,15,210,13.33,6.67,13.33,4.76,0,5.24,6.67,11.43,6.67,1.43,0,2.38,26.67,10.48,0,6.19
gpt-4o_prompt0_ethical86_3,1,human,agent,0.44,15,210,0,0.95,6.67,7.14,6.67,4.29,20,11.9,6.67,0.48,0,2.38,13.33,10,0,9.52
gpt-4o_prompt0_ethical86_4,1,human,agent,0.54,16,210,6.25,2.86,6.25,4.76,6.25,6.19,6.25,12.86,6.25,0.48,6.25,1.43,12.5,6.19,0,6.67
gpt-4o_prompt0_ethical86_5,1,human,agent,0.39,14,205,0,0.49,7.14,3.9,7.14,6.83,7.14,14.63,0,0.98,14.29,2.44,21.43,7.32,0,7.32
gpt-4o_prompt1_ethical86_1,1,human,agent,0.45,29,211,17.24,5.69,3.45,3.79,10.34,4.74,6.9,12.8,0,0.95,6.9,1.42,17.24,5.21,0,6.64
gpt-4o_prompt1_ethical86_2,1,human,agent,0.30,15,200,13.33,7,13.33,4,0,6,6.67,12.5,6.67,0,0,3,26.67,11,0,5.5
gpt-4o_prompt1_ethical86_3,1,human,agent,0.36,15,203,0,1.97,6.67,3.94,6.67,2.96,20,11.33,6.67,0,0,4.93,13.33,9.36,0,7.88
gpt-4o_prompt1_ethical86_4,1,human,agent,0.55,16,210,6.25,2.86,6.25,3.33,6.25,6.19,6.25,12.38,6.25,0,6.25,2.38,12.5,9.05,0,6.67
gpt-4o_prompt1_ethical86_5,1,human,agent,0.38,14,202,0,1.98,7.14,3.96,7.14,4.46,7.14,12.87,0,0.99,14.29,1.98,21.43,8.91,0,8.42
gpt-4o_prompt2_ethical86_1,1,human,agent,0.54,29,217,17.24,5.99,3.45,4.15,10.34,5.07,6.9,12.44,0,0.92,6.9,4.61,17.24,9.22,0,8.76
gpt-4o_prompt2_ethical86_2,1,human,agent,0.34,15,223,13.33,6.28,13.33,7.62,0,3.59,6.67,13.9,6.67,0.45,0,4.48,26.67,11.66,0,6.73
gpt-4o_prompt2_ethical86_3,1,human,agent,0.44,15,224,0,1.79,6.67,7.59,6.67,4.91,20,14.73,6.67,0,0,2.23,13.33,11.16,0,8.04
gpt-4o_prompt2_ethical86_4,1,human,agent,0.57,16,219,6.25,3.65,6.25,4.57,6.25,4.11,6.25,12.33,6.25,0.46,6.25,2.28,12.5,9.59,0,9.13
gpt-4o_prompt2_ethical86_5,1,human,agent,0.38,14,216,0,4.17,7.14,4.63,7.14,5.56,7.14,16.2,0,0.46,14.29,1.85,21.43,7.41,0,8.33
gpt-4o_prompt3_ethical86_1,1,human,agent,0.49,29,223,17.24,5.38,3.45,5.38,10.34,4.93,6.9,14.35,0,0.45,6.9,4.04,17.24,8.07,0,8.07
gpt-4o_prompt3_ethical86_2,1,human,agent,0.32,15,207,13.33,3.86,13.33,4.83,0,6.28,6.67,10.14,6.67,0.97,0,3.38,26.67,9.18,0,6.76
gpt-4o_prompt3_ethical86_3,1,human,agent,0.44,15,212,0,1.89,6.67,5.19,6.67,6.13,20,13.68,6.67,0.94,0,2.36,13.33,6.6,0,6.6
gpt-4o_prompt3_ethical86_4,1,human,agent,0.54,16,206,6.25,2.43,6.25,2.43,6.25,4.37,6.25,12.14,6.25,0.97,6.25,3.4,12.5,6.8,0,8.25
gpt-4o_prompt3_ethical86_5,1,human,agent,0.38,14,204,0,1.96,7.14,3.92,7.14,4.9,7.14,13.73,0,0.49,14.29,2.94,21.43,6.86,0,8.33
gpt-4o_prompt4_ethical86_1,1,human,agent,0.54,29,231,17.24,9.52,3.45,5.19,10.34,5.19,6.9,12.99,0,0.87,6.9,3.9,17.24,9.09,0,7.79
gpt-4o_prompt4_ethical86_2,1,human,agent,0.37,15,229,13.33,9.17,13.33,6.99,0,3.93,6.67,12.66,6.67,0.87,0,2.18,26.67,9.61,0,5.68
gpt-4o_prompt4_ethical86_3,1,human,agent,0.42,15,227,0,3.52,6.67,6.17,6.67,3.08,20,11.89,6.67,0.88,0,2.2,13.33,8.81,0,8.81
gpt-4o_prompt4_ethical86_4,1,human,agent,0.55,16,222,6.25,3.15,6.25,3.6,6.25,4.5,6.25,12.61,6.25,0.9,6.25,2.25,12.5,7.21,0,9.01
gpt-4o_prompt4_ethical86_5,1,human,agent,0.38,14,216,0,3.24,7.14,4.17,7.14,5.09,7.14,14.81,0,0.93,14.29,3.24,21.43,6.48,0,7.87
gpt-4o_prompt0_ethical87_1,1,human,agent,0.78,29,212,13.79,5.19,3.45,2.83,3.45,3.3,13.79,10.38,0,0,6.9,3.3,17.24,6.6,6.9,11.32
gpt-4o_prompt0_ethical87_2,1,human,agent,0.49,19,209,5.26,7.18,15.79,3.35,5.26,3.35,15.79,10.05,5.26,0,5.26,1.91,15.79,7.66,0,6.22
gpt-4o_prompt0_ethical87_3,1,human,agent,0.38,15,203,6.67,5.91,13.33,4.93,0,3.94,20,10.84,6.67,0,0,1.97,13.33,9.36,0,7.39
gpt-4o_prompt0_ethical87_4,1,human,agent,0.41,19,206,0,6.31,10.53,5.34,5.26,1.46,5.26,11.65,5.26,0,0,2.43,15.79,8.25,10.53,7.77
gpt-4o_prompt0_ethical87_5,1,human,agent,0.38,16,206,0,5.34,18.75,5.83,0,1.94,6.25,11.65,0,0,12.5,1.94,18.75,8.25,0,8.25
gpt-4o_prompt1_ethical87_1,1,human,agent,0.77,29,214,13.79,4.67,3.45,4.21,3.45,3.27,13.79,11.68,0,0,6.9,2.34,17.24,6.54,6.9,10.28
gpt-4o_prompt1_ethical87_2,1,human,agent,0.59,19,210,5.26,3.33,15.79,4.76,5.26,5.24,15.79,10.95,5.26,0.95,5.26,2.86,15.79,7.14,0,9.52
gpt-4o_prompt1_ethical87_3,1,human,agent,0.37,15,203,6.67,3.94,13.33,5.42,0,4.93,20,10.34,6.67,0.49,0,3.45,13.33,8.87,0,5.42
gpt-4o_prompt1_ethical87_4,1,human,agent,0.48,19,204,0,2.94,10.53,3.92,5.26,4.41,5.26,11.76,5.26,0.49,0,0.49,15.79,9.31,10.53,7.35
gpt-4o_prompt1_ethical87_5,1,human,agent,0.26,16,203,0,0.99,18.75,5.42,0,3.94,6.25,15.76,0,0.49,12.5,2.96,18.75,9.36,0,8.37
gpt-4o_prompt2_ethical87_1,1,human,agent,0.84,29,225,13.79,8.44,3.45,3.11,3.45,5.33,13.79,11.11,0,0,6.9,4,17.24,8.44,6.9,8
gpt-4o_prompt2_ethical87_2,1,human,agent,0.56,19,218,5.26,7.8,15.79,4.13,5.26,6.88,15.79,12.39,5.26,0.46,5.26,2.29,15.79,9.17,0,7.34
gpt-4o_prompt2_ethical87_3,1,human,agent,0.39,15,208,6.67,9.62,13.33,4.81,0,3.85,20,12.02,6.67,0.48,0,1.92,13.33,11.06,0,6.73
gpt-4o_prompt2_ethical87_4,1,human,agent,0.49,19,209,0,7.66,10.53,5.26,5.26,3.83,5.26,11,5.26,0.48,0,0.96,15.79,10.05,10.53,7.18
gpt-4o_prompt2_ethical87_5,1,human,agent,0.37,16,210,0,6.67,18.75,5.24,0,5.71,6.25,13.81,0,0,12.5,1.9,18.75,9.52,0,8.1
gpt-4o_prompt3_ethical87_1,1,human,agent,0.82,29,220,13.79,5.91,3.45,3.18,3.45,4.09,13.79,11.36,0,0,6.9,2.73,17.24,8.64,6.9,7.73
gpt-4o_prompt3_ethical87_2,1,human,agent,0.55,19,221,5.26,5.43,15.79,3.17,5.26,6.79,15.79,14.93,5.26,0,5.26,2.71,15.79,6.33,0,6.79
gpt-4o_prompt3_ethical87_3,1,human,agent,0.34,15,206,6.67,3.88,13.33,3.4,0,4.85,20,14.08,6.67,0,0,2.91,13.33,8.25,0,7.77
gpt-4o_prompt3_ethical87_4,1,human,agent,0.49,19,204,0,2.94,10.53,5.39,5.26,4.9,5.26,12.75,5.26,0.49,0,1.47,15.79,7.84,10.53,8.33
gpt-4o_prompt3_ethical87_5,1,human,agent,0.25,16,200,0,2.5,18.75,5.5,0,4,6.25,13,0,0.5,12.5,1.5,18.75,9,0,8
gpt-4o_prompt4_ethical87_1,1,human,agent,0.78,29,224,13.79,8.04,3.45,4.02,3.45,4.91,13.79,11.61,0,0,6.9,1.79,17.24,8.48,6.9,10.27
gpt-4o_prompt4_ethical87_2,1,human,agent,0.58,19,226,5.26,8.41,15.79,5.75,5.26,5.75,15.79,13.72,5.26,0.88,5.26,1.77,15.79,7.52,0,5.75
gpt-4o_prompt4_ethical87_3,1,human,agent,0.42,15,226,6.67,9.73,13.33,7.08,0,3.54,20,15.04,6.67,0.44,0,1.33,13.33,11.06,0,6.64
gpt-4o_prompt4_ethical87_4,1,human,agent,0.53,19,226,0,6.64,10.53,6.19,5.26,3.98,5.26,13.72,5.26,1.33,0,1.77,15.79,9.29,10.53,9.29
gpt-4o_prompt4_ethical87_5,1,human,agent,0.39,16,221,0,8.14,18.75,6.79,0,3.62,6.25,14.03,0,0,12.5,2.71,18.75,9.05,0,7.69
gpt-4o_prompt0_ethical88_1,1,human,agent,0.79,29,222,13.79,3.15,3.45,4.05,3.45,4.5,17.24,13.96,0,0,3.45,4.5,17.24,5.41,6.9,8.56
gpt-4o_prompt0_ethical88_2,1,human,agent,0.47,21,220,14.29,3.18,9.52,3.64,9.52,8.18,0,12.27,9.52,0,9.52,4.09,19.05,7.27,4.76,7.27
gpt-4o_prompt0_ethical88_3,1,human,agent,0.65,18,226,16.67,2.65,5.56,6.19,5.56,6.19,11.11,11.06,5.56,0.88,5.56,3.54,5.56,6.19,0,8.85
gpt-4o_prompt0_ethical88_4,1,human,agent,0.61,23,226,0,3.1,8.7,6.64,4.35,7.52,8.7,11.95,4.35,0,8.7,4.87,13.04,7.52,8.7,7.96
gpt-4o_prompt0_ethical88_5,1,human,agent,0.44,24,230,4.17,1.3,12.5,5.22,0,6.09,8.33,13.04,0,1.3,12.5,3.04,16.67,5.65,4.17,6.96
gpt-4o_prompt1_ethical88_1,1,human,agent,0.65,29,224,13.79,2.23,3.45,4.02,3.45,5.36,17.24,14.29,0,0.45,3.45,2.68,17.24,5.8,6.9,7.59
gpt-4o_prompt1_ethical88_2,1,human,agent,0.45,21,226,14.29,2.21,9.52,5.75,9.52,6.64,0,11.5,9.52,1.33,9.52,2.21,19.05,5.31,4.76,8.41
gpt-4o_prompt1_ethical88_3,1,human,agent,0.67,18,216,16.67,4.63,5.56,6.94,5.56,4.63,11.11,10.19,5.56,0.93,5.56,4.63,5.56,6.02,0,6.94
gpt-4o_prompt1_ethical88_4,1,human,agent,0.64,23,223,0,2.69,8.7,7.62,4.35,4.93,8.7,12.11,4.35,0.45,8.7,4.48,13.04,5.38,8.7,7.62
gpt-4o_prompt1_ethical88_5,1,human,agent,0.42,24,223,4.17,2.24,12.5,5.38,0,6.28,8.33,14.35,0,0.9,12.5,1.79,16.67,4.48,4.17,8.97
gpt-4o_prompt2_ethical88_1,1,human,agent,0.80,29,219,13.79,4.11,3.45,3.65,3.45,5.48,17.24,14.61,0,0,3.45,5.02,17.24,5.48,6.9,6.39
gpt-4o_prompt2_ethical88_2,1,human,agent,0.55,21,221,14.29,4.52,9.52,9.05,9.52,5.88,0,10.86,9.52,0.9,9.52,4.52,19.05,8.14,4.76,8.14
gpt-4o_prompt2_ethical88_3,1,human,agent,0.66,18,221,16.67,3.62,5.56,7.24,5.56,4.07,11.11,11.76,5.56,0.9,5.56,5.88,5.56,5.88,0,8.6
gpt-4o_prompt2_ethical88_4,1,human,agent,0.63,23,222,0,2.7,8.7,8.56,4.35,6.76,8.7,11.26,4.35,1.35,8.7,2.7,13.04,4.95,8.7,6.76
gpt-4o_prompt2_ethical88_5,1,human,agent,0.49,24,222,4.17,1.8,12.5,6.76,0,4.5,8.33,9.91,0,1.35,12.5,3.15,16.67,6.76,4.17,7.66
