GroupID,Segment,LSM,WC.Total
claude_prompt3_false-presuppositions126_4,1,0.78,206
claude_prompt3_false-presuppositions126_5,1,0.66,205
claude_prompt4_false-presuppositions126_1,1,0.45,193
claude_prompt4_false-presuppositions126_2,1,0.37,217
claude_prompt4_false-presuppositions126_3,1,0.72,192
claude_prompt4_false-presuppositions126_4,1,0.78,202
claude_prompt4_false-presuppositions126_5,1,0.70,195
claude_prompt0_false-presuppositions127_1,1,0.24,198
claude_prompt0_false-presuppositions127_2,1,0.49,227
claude_prompt0_false-presuppositions127_3,1,0.68,216
claude_prompt0_false-presuppositions127_4,1,0.67,225
claude_prompt0_false-presuppositions127_5,1,0.42,228
claude_prompt1_false-presuppositions127_1,1,0.29,178
claude_prompt1_false-presuppositions127_2,1,0.44,204
claude_prompt1_false-presuppositions127_3,1,0.76,208
claude_prompt1_false-presuppositions127_4,1,0.64,216
claude_prompt1_false-presuppositions127_5,1,0.60,223
claude_prompt2_false-presuppositions127_1,1,0.29,178
claude_prompt2_false-presuppositions127_2,1,0.52,208
claude_prompt2_false-presuppositions127_3,1,0.72,223
claude_prompt2_false-presuppositions127_4,1,0.68,242
claude_prompt2_false-presuppositions127_5,1,0.59,238
claude_prompt3_false-presuppositions127_1,1,0.24,153
claude_prompt3_false-presuppositions127_2,1,0.50,214
claude_prompt3_false-presuppositions127_3,1,0.69,225
claude_prompt3_false-presuppositions127_4,1,0.66,222
claude_prompt3_false-presuppositions127_5,1,0.44,232
claude_prompt4_false-presuppositions127_1,1,0.24,179
claude_prompt4_false-presuppositions127_2,1,0.57,228
claude_prompt4_false-presuppositions127_3,1,0.68,223
claude_prompt4_false-presuppositions127_4,1,0.65,240
claude_prompt4_false-presuppositions127_5,1,0.42,240
claude_prompt0_false-presuppositions128_1,1,0.52,198
claude_prompt0_false-presuppositions128_2,1,0.45,224
claude_prompt0_false-presuppositions128_3,1,0.51,223
claude_prompt0_false-presuppositions128_4,1,0.61,229
claude_prompt0_false-presuppositions128_5,1,0.64,235
claude_prompt1_false-presuppositions128_1,1,0.52,187
claude_prompt1_false-presuppositions128_2,1,0.32,237
claude_prompt1_false-presuppositions128_3,1,0.58,223
claude_prompt1_false-presuppositions128_4,1,0.63,236
claude_prompt1_false-presuppositions128_5,1,0.73,235
claude_prompt2_false-presuppositions128_1,1,0.71,196
claude_prompt2_false-presuppositions128_2,1,0.34,225
claude_prompt2_false-presuppositions128_3,1,0.58,230
claude_prompt2_false-presuppositions128_4,1,0.65,231
claude_prompt2_false-presuppositions128_5,1,0.81,244
claude_prompt3_false-presuppositions128_1,1,0.54,186
claude_prompt3_false-presuppositions128_2,1,0.32,219
claude_prompt3_false-presuppositions128_3,1,0.59,227
claude_prompt3_false-presuppositions128_4,1,0.62,233
claude_prompt3_false-presuppositions128_5,1,0.58,249
claude_prompt4_false-presuppositions128_1,1,0.63,171
claude_prompt4_false-presuppositions128_2,1,0.51,199
claude_prompt4_false-presuppositions128_3,1,0.59,216
claude_prompt4_false-presuppositions128_4,1,0.64,228
claude_prompt4_false-presuppositions128_5,1,0.80,220
claude_prompt0_false-presuppositions129_1,1,0.40,131
claude_prompt0_false-presuppositions129_2,1,0.46,217
claude_prompt0_false-presuppositions129_3,1,0.48,209
claude_prompt0_false-presuppositions129_4,1,0.51,195
claude_prompt0_false-presuppositions129_5,1,0.54,187
claude_prompt1_false-presuppositions129_1,1,0.50,148
claude_prompt1_false-presuppositions129_2,1,0.47,199
claude_prompt1_false-presuppositions129_3,1,0.55,188
claude_prompt1_false-presuppositions129_4,1,0.57,178
claude_prompt1_false-presuppositions129_5,1,0.55,164
claude_prompt2_false-presuppositions129_1,1,0.39,147
claude_prompt2_false-presuppositions129_2,1,0.51,210
claude_prompt2_false-presuppositions129_3,1,0.56,180
claude_prompt2_false-presuppositions129_4,1,0.55,179
claude_prompt2_false-presuppositions129_5,1,0.52,197
claude_prompt3_false-presuppositions129_1,1,0.44,150
claude_prompt3_false-presuppositions129_2,1,0.41,204
claude_prompt3_false-presuppositions129_3,1,0.55,204
claude_prompt3_false-presuppositions129_4,1,0.51,214
claude_prompt3_false-presuppositions129_5,1,0.46,207
claude_prompt4_false-presuppositions129_1,1,0.40,172
claude_prompt4_false-presuppositions129_2,1,0.46,193
claude_prompt4_false-presuppositions129_3,1,0.52,185
claude_prompt4_false-presuppositions129_4,1,0.51,202
claude_prompt4_false-presuppositions129_5,1,0.52,191
claude_prompt0_false-presuppositions13_1,1
claude_prompt0_false-presuppositions13_2,1,0.12,212
claude_prompt0_false-presuppositions13_3,1,0.11,213
claude_prompt0_false-presuppositions13_4,1,0.13,231
claude_prompt0_false-presuppositions13_5,1,0.13,243
claude_prompt1_false-presuppositions13_1,1
claude_prompt1_false-presuppositions13_2,1,0.12,214
claude_prompt1_false-presuppositions13_3,1,0.14,217
claude_prompt1_false-presuppositions13_4,1,0.17,221
claude_prompt1_false-presuppositions13_5,1,0.18,222
claude_prompt2_false-presuppositions13_1,1
claude_prompt2_false-presuppositions13_2,1,0.14,212
claude_prompt2_false-presuppositions13_3,1,0.21,207
claude_prompt2_false-presuppositions13_4,1,0.19,220
claude_prompt2_false-presuppositions13_5,1,0.19,229
claude_prompt3_false-presuppositions13_1,1
claude_prompt3_false-presuppositions13_2,1,0.15,211
claude_prompt3_false-presuppositions13_3,1,0.16,230
claude_prompt3_false-presuppositions13_4,1,0.14,234
claude_prompt3_false-presuppositions13_5,1,0.15,245
claude_prompt4_false-presuppositions13_1,1
claude_prompt4_false-presuppositions13_2,1,0.14,220
claude_prompt4_false-presuppositions13_3,1,0.16,225
claude_prompt4_false-presuppositions13_4,1,0.18,225
claude_prompt4_false-presuppositions13_5,1,0.15,230
claude_prompt0_false-presuppositions130_1,1,0.46,173
claude_prompt0_false-presuppositions130_2,1,0.50,211
claude_prompt0_false-presuppositions130_3,1,0.50,200
claude_prompt0_false-presuppositions130_4,1,0.63,243
claude_prompt0_false-presuppositions130_5,1,0.71,238
claude_prompt1_false-presuppositions130_1,1,0.55,187
claude_prompt1_false-presuppositions130_2,1,0.42,216
claude_prompt1_false-presuppositions130_3,1,0.51,237
claude_prompt1_false-presuppositions130_4,1,0.60,258
claude_prompt1_false-presuppositions130_5,1,0.74,262
claude_prompt2_false-presuppositions130_1,1,0.56,171
claude_prompt2_false-presuppositions130_2,1,0.60,229
claude_prompt2_false-presuppositions130_3,1,0.52,235
claude_prompt2_false-presuppositions130_4,1,0.72,248
claude_prompt2_false-presuppositions130_5,1,0.68,255
claude_prompt3_false-presuppositions130_1,1,0.61,183
claude_prompt3_false-presuppositions130_2,1,0.51,213
claude_prompt3_false-presuppositions130_3,1,0.45,233
claude_prompt3_false-presuppositions130_4,1,0.65,248
claude_prompt3_false-presuppositions130_5,1,0.71,248
claude_prompt4_false-presuppositions130_1,1,0.66,197
claude_prompt4_false-presuppositions130_2,1,0.52,225
claude_prompt4_false-presuppositions130_3,1,0.55,224
claude_prompt4_false-presuppositions130_4,1,0.69,243
claude_prompt4_false-presuppositions130_5,1,0.80,254
claude_prompt0_false-presuppositions131_1,1,0.43,177
claude_prompt0_false-presuppositions131_2,1,0.31,220
claude_prompt0_false-presuppositions131_3,1,0.55,236
claude_prompt0_false-presuppositions131_4,1,0.59,232
claude_prompt0_false-presuppositions131_5,1,0.45,251
claude_prompt1_false-presuppositions131_1,1,0.57,140
claude_prompt1_false-presuppositions131_2,1,0.32,221
claude_prompt1_false-presuppositions131_3,1,0.63,226
claude_prompt1_false-presuppositions131_4,1,0.60,231
claude_prompt1_false-presuppositions131_5,1,0.55,249
claude_prompt2_false-presuppositions131_1,1,0.50,206
claude_prompt2_false-presuppositions131_2,1,0.38,240
claude_prompt2_false-presuppositions131_3,1,0.64,239
claude_prompt2_false-presuppositions131_4,1,0.63,231
claude_prompt2_false-presuppositions131_5,1,0.52,233
claude_prompt3_false-presuppositions131_1,1,0.46,176
claude_prompt3_false-presuppositions131_2,1,0.26,222
claude_prompt3_false-presuppositions131_3,1,0.60,237
claude_prompt3_false-presuppositions131_4,1,0.55,230
claude_prompt3_false-presuppositions131_5,1,0.49,234
claude_prompt0_false-presuppositions132_1,1,0.62,186
claude_prompt0_false-presuppositions132_2,1,0.40,200
claude_prompt0_false-presuppositions132_3,1,0.50,215
claude_prompt0_false-presuppositions132_4,1,0.77,229
claude_prompt0_false-presuppositions132_5,1,0.50,241
claude_prompt1_false-presuppositions132_1,1,0.70,179
claude_prompt1_false-presuppositions132_2,1,0.38,202
claude_prompt1_false-presuppositions132_3,1,0.47,220
claude_prompt1_false-presuppositions132_4,1,0.55,246
claude_prompt1_false-presuppositions132_5,1,0.63,250
claude_prompt2_false-presuppositions132_1,1,0.62,167
claude_prompt2_false-presuppositions132_2,1,0.45,219
claude_prompt2_false-presuppositions132_3,1,0.62,242
claude_prompt2_false-presuppositions132_4,1,0.71,258
claude_prompt2_false-presuppositions132_5,1,0.58,257
claude_prompt4_false-presuppositions132_1,1,0.62,164
claude_prompt4_false-presuppositions132_2,1,0.45,217
claude_prompt4_false-presuppositions132_3,1,0.56,232
claude_prompt4_false-presuppositions132_4,1,0.78,243
claude_prompt4_false-presuppositions132_5,1,0.63,252
claude_prompt0_false-presuppositions133_1,1,0.35,160
claude_prompt0_false-presuppositions133_2,1,0.42,176
claude_prompt0_false-presuppositions133_3,1,0.42,208
claude_prompt0_false-presuppositions133_4,1,0.62,220
claude_prompt0_false-presuppositions133_5,1,0.32,214
claude_prompt1_false-presuppositions133_1,1,0.33,165
claude_prompt1_false-presuppositions133_2,1,0.39,203
claude_prompt1_false-presuppositions133_3,1,0.50,214
claude_prompt1_false-presuppositions133_4,1,0.67,245
claude_prompt1_false-presuppositions133_5,1,0.39,231
claude_prompt2_false-presuppositions133_1,1,0.44,186
claude_prompt2_false-presuppositions133_2,1,0.37,218
claude_prompt2_false-presuppositions133_3,1,0.68,222
claude_prompt2_false-presuppositions133_4,1,0.75,248
claude_prompt2_false-presuppositions133_5,1,0.41,234
claude_prompt3_false-presuppositions133_1,1,0.34,156
claude_prompt3_false-presuppositions133_2,1,0.38,207
claude_prompt3_false-presuppositions133_3,1,0.54,224
claude_prompt3_false-presuppositions133_4,1,0.69,239
claude_prompt3_false-presuppositions133_5,1,0.39,231
claude_prompt0_false-presuppositions134_1,1,0.31,150
claude_prompt0_false-presuppositions134_2,1,0.52,243
claude_prompt0_false-presuppositions134_3,1,0.57,238
claude_prompt0_false-presuppositions134_4,1,0.66,245
claude_prompt0_false-presuppositions134_5,1,0.58,255
claude_prompt1_false-presuppositions134_1,1,0.41,203
claude_prompt1_false-presuppositions134_2,1,0.56,251
claude_prompt1_false-presuppositions134_3,1,0.54,250
claude_prompt1_false-presuppositions134_4,1,0.63,267
claude_prompt1_false-presuppositions134_5,1,0.57,239
claude_prompt2_false-presuppositions134_1,1,0.33,207
claude_prompt2_false-presuppositions134_2,1,0.55,247
claude_prompt2_false-presuppositions134_3,1,0.60,248
claude_prompt2_false-presuppositions134_4,1,0.64,262
claude_prompt2_false-presuppositions134_5,1,0.66,253
claude_prompt3_false-presuppositions134_1,1,0.51,148
claude_prompt3_false-presuppositions134_2,1,0.53,246
claude_prompt3_false-presuppositions134_3,1,0.57,222
claude_prompt3_false-presuppositions134_4,1,0.68,234
claude_prompt3_false-presuppositions134_5,1,0.72,233
claude_prompt0_false-presuppositions135_1,1,0.39,239
claude_prompt0_false-presuppositions135_2,1,0.49,238
claude_prompt0_false-presuppositions135_3,1,0.49,238
claude_prompt0_false-presuppositions135_4,1,0.55,224
claude_prompt0_false-presuppositions135_5,1,0.61,224
claude_prompt1_false-presuppositions135_1,1,0.46,172
claude_prompt1_false-presuppositions135_2,1,0.36,228
claude_prompt1_false-presuppositions135_3,1,0.58,226
claude_prompt1_false-presuppositions135_4,1,0.60,252
claude_prompt1_false-presuppositions135_5,1,0.46,252
claude_prompt2_false-presuppositions135_1,1,0.50,217
claude_prompt2_false-presuppositions135_2,1,0.52,229
claude_prompt2_false-presuppositions135_3,1,0.59,228
claude_prompt2_false-presuppositions135_4,1,0.57,246
claude_prompt2_false-presuppositions135_5,1,0.54,240
claude_prompt3_false-presuppositions135_1,1,0.38,224
claude_prompt3_false-presuppositions135_2,1,0.44,244
claude_prompt3_false-presuppositions135_3,1,0.50,238
claude_prompt3_false-presuppositions135_4,1,0.73,247
claude_prompt3_false-presuppositions135_5,1,0.42,236
claude_prompt4_false-presuppositions135_1,1,0.45,211
claude_prompt4_false-presuppositions135_2,1,0.44,229
claude_prompt4_false-presuppositions135_3,1,0.63,235
claude_prompt4_false-presuppositions135_4,1,0.61,242
claude_prompt4_false-presuppositions135_5,1,0.54,233
claude_prompt0_false-presuppositions136_1,1,0.48,210
claude_prompt0_false-presuppositions136_2,1,0.63,223
claude_prompt0_false-presuppositions136_3,1,0.61,228
claude_prompt0_false-presuppositions136_4,1,0.79,239
claude_prompt0_false-presuppositions136_5,1,0.67,251
claude_prompt1_false-presuppositions136_1,1,0.46,202
claude_prompt1_false-presuppositions136_2,1,0.71,252
claude_prompt1_false-presuppositions136_3,1,0.61,233
claude_prompt1_false-presuppositions136_4,1,0.75,252
claude_prompt1_false-presuppositions136_5,1,0.66,237
claude_prompt2_false-presuppositions136_1,1,0.55,178
claude_prompt2_false-presuppositions136_2,1,0.67,220
claude_prompt2_false-presuppositions136_3,1,0.53,223
claude_prompt2_false-presuppositions136_4,1,0.81,237
claude_prompt2_false-presuppositions136_5,1,0.74,240
claude_prompt3_false-presuppositions136_1,1,0.49,207
claude_prompt3_false-presuppositions136_2,1,0.62,224
claude_prompt3_false-presuppositions136_3,1,0.60,232
claude_prompt3_false-presuppositions136_4,1,0.82,251
claude_prompt3_false-presuppositions136_5,1,0.68,263
claude_prompt4_false-presuppositions136_1,1,0.51,176
claude_prompt4_false-presuppositions136_2,1,0.57,226
claude_prompt4_false-presuppositions136_3,1,0.60,232
claude_prompt4_false-presuppositions136_4,1,0.74,229
claude_prompt4_false-presuppositions136_5,1,0.68,252
claude_prompt0_false-presuppositions137_1,1,0.50,165
claude_prompt0_false-presuppositions137_2,1,0.63,184
claude_prompt0_false-presuppositions137_3,1,0.74,213
claude_prompt0_false-presuppositions137_4,1,0.86,229
claude_prompt0_false-presuppositions137_5,1,0.63,229
claude_prompt1_false-presuppositions137_1,1,0.47,174
claude_prompt1_false-presuppositions137_2,1,0.61,219
claude_prompt1_false-presuppositions137_3,1,0.73,224
claude_prompt1_false-presuppositions137_4,1,0.79,229
claude_prompt1_false-presuppositions137_5,1,0.70,223
claude_prompt2_false-presuppositions137_1,1,0.55,174
claude_prompt2_false-presuppositions137_2,1,0.62,222
claude_prompt2_false-presuppositions137_3,1,0.76,205
claude_prompt2_false-presuppositions137_4,1,0.71,237
claude_prompt2_false-presuppositions137_5,1,0.70,235
claude_prompt3_false-presuppositions137_1,1,0.49,172
claude_prompt3_false-presuppositions137_2,1,0.57,210
claude_prompt3_false-presuppositions137_3,1,0.68,218
claude_prompt3_false-presuppositions137_4,1,0.72,233
claude_prompt3_false-presuppositions137_5,1,0.68,224
claude_prompt4_false-presuppositions137_1,1,0.52,161
claude_prompt4_false-presuppositions137_2,1,0.63,227
claude_prompt4_false-presuppositions137_3,1,0.80,234
claude_prompt4_false-presuppositions137_4,1,0.78,249
claude_prompt4_false-presuppositions137_5,1,0.72,249
claude_prompt0_false-presuppositions138_1,1,0.51,155
claude_prompt0_false-presuppositions138_2,1,0.39,219
claude_prompt0_false-presuppositions138_3,1,0.67,208
claude_prompt0_false-presuppositions138_4,1,0.62,228
claude_prompt0_false-presuppositions138_5,1,0.69,216
claude_prompt1_false-presuppositions138_1,1,0.56,172
claude_prompt1_false-presuppositions138_2,1,0.40,207
claude_prompt1_false-presuppositions138_3,1,0.67,219
claude_prompt1_false-presuppositions138_4,1,0.63,216
claude_prompt1_false-presuppositions138_5,1,0.74,218
claude_prompt2_false-presuppositions138_1,1,0.60,178
claude_prompt2_false-presuppositions138_2,1,0.39,221
claude_prompt2_false-presuppositions138_3,1,0.67,221
claude_prompt2_false-presuppositions138_4,1,0.64,244
claude_prompt2_false-presuppositions138_5,1,0.78,246
claude_prompt3_false-presuppositions138_1,1,0.40,186
claude_prompt3_false-presuppositions138_2,1,0.37,248
claude_prompt3_false-presuppositions138_3,1,0.60,238
claude_prompt3_false-presuppositions138_4,1,0.80,235
claude_prompt3_false-presuppositions138_5,1,0.70,235
claude_prompt4_false-presuppositions138_1,1,0.46,187
claude_prompt4_false-presuppositions138_2,1,0.42,223
claude_prompt4_false-presuppositions138_3,1,0.66,220
claude_prompt4_false-presuppositions138_4,1,0.75,225
claude_prompt4_false-presuppositions138_5,1,0.68,236
claude_prompt0_false-presuppositions139_1,1,0.64,202
claude_prompt0_false-presuppositions139_2,1,0.45,193
claude_prompt0_false-presuppositions139_3,1,0.68,222
claude_prompt0_false-presuppositions139_4,1,0.44,239
claude_prompt0_false-presuppositions139_5,1,0.57,251
claude_prompt1_false-presuppositions139_1,1,0.69,201
claude_prompt1_false-presuppositions139_2,1,0.42,194
claude_prompt1_false-presuppositions139_3,1,0.76,223
claude_prompt1_false-presuppositions139_4,1,0.52,237
claude_prompt1_false-presuppositions139_5,1,0.60,245
claude_prompt2_false-presuppositions139_1,1,0.72,187
claude_prompt2_false-presuppositions139_2,1,0.45,208
claude_prompt2_false-presuppositions139_3,1,0.72,221
claude_prompt2_false-presuppositions139_4,1,0.49,241
claude_prompt2_false-presuppositions139_5,1,0.61,241
claude_prompt3_false-presuppositions139_1,1,0.71,180
claude_prompt3_false-presuppositions139_2,1,0.46,206
claude_prompt3_false-presuppositions139_3,1,0.76,238
claude_prompt3_false-presuppositions139_4,1,0.47,258
claude_prompt3_false-presuppositions139_5,1,0.53,249
claude_prompt0_false-presuppositions14_1,1,0.75,223
claude_prompt0_false-presuppositions14_2,1,0.46,217
claude_prompt0_false-presuppositions14_3,1,0.68,225
claude_prompt0_false-presuppositions14_4,1,0.63,217
claude_prompt0_false-presuppositions14_5,1,0.61,221
claude_prompt1_false-presuppositions14_1,1,0.71,178
claude_prompt1_false-presuppositions14_2,1,0.43,203
claude_prompt1_false-presuppositions14_3,1,0.68,218
claude_prompt1_false-presuppositions14_4,1,0.59,230
claude_prompt1_false-presuppositions14_5,1,0.66,231
claude_prompt2_false-presuppositions14_1,1,0.66,179
claude_prompt2_false-presuppositions14_2,1,0.49,204
claude_prompt2_false-presuppositions14_3,1,0.67,224
claude_prompt2_false-presuppositions14_4,1,0.63,222
claude_prompt2_false-presuppositions14_5,1,0.63,243
claude_prompt3_false-presuppositions14_1,1,0.65,194
claude_prompt3_false-presuppositions14_2,1,0.41,217
claude_prompt3_false-presuppositions14_3,1,0.68,231
claude_prompt3_false-presuppositions14_4,1,0.60,231
claude_prompt3_false-presuppositions14_5,1,0.67,219
claude_prompt4_false-presuppositions14_1,1,0.63,217
claude_prompt4_false-presuppositions14_2,1,0.41,223
claude_prompt4_false-presuppositions14_3,1,0.67,223
claude_prompt4_false-presuppositions14_4,1,0.66,231
claude_prompt4_false-presuppositions14_5,1,0.62,232
claude_prompt0_false-presuppositions140_1,1,0.60,226
claude_prompt0_false-presuppositions140_2,1,0.62,230
claude_prompt0_false-presuppositions140_3,1,0.61,231
claude_prompt0_false-presuppositions140_4,1,0.61,253
claude_prompt0_false-presuppositions140_5,1,0.59,248
claude_prompt1_false-presuppositions140_1,1,0.65,238
claude_prompt1_false-presuppositions140_2,1,0.59,250
claude_prompt1_false-presuppositions140_3,1,0.56,253
claude_prompt1_false-presuppositions140_4,1,0.59,249
claude_prompt1_false-presuppositions140_5,1,0.75,262
claude_prompt2_false-presuppositions140_1,1,0.62,220
claude_prompt2_false-presuppositions140_2,1,0.65,246
claude_prompt2_false-presuppositions140_3,1,0.62,242
claude_prompt2_false-presuppositions140_4,1,0.68,273
claude_prompt2_false-presuppositions140_5,1,0.62,257
claude_prompt3_false-presuppositions140_1,1,0.74,221
claude_prompt3_false-presuppositions140_2,1,0.60,232
claude_prompt3_false-presuppositions140_3,1,0.64,255
claude_prompt3_false-presuppositions140_4,1,0.63,281
claude_prompt3_false-presuppositions140_5,1,0.57,239
claude_prompt4_false-presuppositions140_1,1,0.67,239
claude_prompt4_false-presuppositions140_2,1,0.68,231
claude_prompt4_false-presuppositions140_3,1,0.63,236
claude_prompt4_false-presuppositions140_4,1,0.61,253
claude_prompt4_false-presuppositions140_5,1,0.70,246
claude_prompt0_false-presuppositions141_1,1,0.57,174
claude_prompt0_false-presuppositions141_2,1,0.60,206
claude_prompt0_false-presuppositions141_3,1,0.53,225
claude_prompt0_false-presuppositions141_4,1,0.48,219
claude_prompt0_false-presuppositions141_5,1,0.39,221
claude_prompt1_false-presuppositions141_1,1,0.56,165
claude_prompt1_false-presuppositions141_2,1,0.61,187
claude_prompt1_false-presuppositions141_3,1,0.61,192
claude_prompt1_false-presuppositions141_4,1,0.45,202
claude_prompt1_false-presuppositions141_5,1,0.40,210
claude_prompt2_false-presuppositions141_1,1,0.57,184
claude_prompt2_false-presuppositions141_2,1,0.61,194
claude_prompt2_false-presuppositions141_3,1,0.66,223
claude_prompt2_false-presuppositions141_4,1,0.49,213
claude_prompt2_false-presuppositions141_5,1,0.43,211
claude_prompt3_false-presuppositions141_1,1,0.57,159
claude_prompt3_false-presuppositions141_2,1,0.54,194
claude_prompt3_false-presuppositions141_3,1,0.59,212
claude_prompt3_false-presuppositions141_4,1,0.48,208
claude_prompt3_false-presuppositions141_5,1,0.37,217
claude_prompt4_false-presuppositions141_1,1,0.58,182
claude_prompt4_false-presuppositions141_2,1,0.59,205
claude_prompt4_false-presuppositions141_3,1,0.66,231
claude_prompt4_false-presuppositions141_4,1,0.47,232
claude_prompt4_false-presuppositions141_5,1,0.42,236
claude_prompt0_false-presuppositions142_1,1,0.60,187
claude_prompt0_false-presuppositions142_2,1,0.69,227
claude_prompt0_false-presuppositions142_3,1,0.72,238
claude_prompt0_false-presuppositions142_4,1,0.80,262
claude_prompt0_false-presuppositions142_5,1,0.74,234
claude_prompt1_false-presuppositions142_1,1,0.66,204
claude_prompt1_false-presuppositions142_2,1,0.68,216
claude_prompt1_false-presuppositions142_3,1,0.72,223
claude_prompt1_false-presuppositions142_4,1,0.71,262
claude_prompt1_false-presuppositions142_5,1,0.78,241
claude_prompt2_false-presuppositions142_1,1,0.67,252
claude_prompt2_false-presuppositions142_2,1,0.70,245
claude_prompt2_false-presuppositions142_3,1,0.70,234
claude_prompt2_false-presuppositions142_4,1,0.75,266
claude_prompt2_false-presuppositions142_5,1,0.74,245
claude_prompt3_false-presuppositions142_1,1,0.56,176
claude_prompt3_false-presuppositions142_2,1,0.68,208
claude_prompt3_false-presuppositions142_3,1,0.69,235
claude_prompt3_false-presuppositions142_4,1,0.76,247
claude_prompt3_false-presuppositions142_5,1,0.70,244
claude_prompt4_false-presuppositions142_1,1,0.69,198
claude_prompt4_false-presuppositions142_2,1,0.70,231
claude_prompt4_false-presuppositions142_3,1,0.70,250
claude_prompt4_false-presuppositions142_4,1,0.75,252
claude_prompt4_false-presuppositions142_5,1,0.80,256
claude_prompt0_false-presuppositions143_1,1,0.62,173
claude_prompt0_false-presuppositions143_2,1,0.46,223
claude_prompt0_false-presuppositions143_3,1,0.34,219
claude_prompt0_false-presuppositions143_4,1,0.75,231
claude_prompt0_false-presuppositions143_5,1,0.65,229
claude_prompt1_false-presuppositions143_1,1,0.59,195
claude_prompt1_false-presuppositions143_2,1,0.48,228
claude_prompt1_false-presuppositions143_3,1,0.34,238
claude_prompt1_false-presuppositions143_4,1,0.77,236
claude_prompt1_false-presuppositions143_5,1,0.64,236
claude_prompt2_false-presuppositions143_1,1,0.65,210
claude_prompt2_false-presuppositions143_2,1,0.56,217
claude_prompt2_false-presuppositions143_3,1,0.46,219
claude_prompt2_false-presuppositions143_4,1,0.73,244
claude_prompt2_false-presuppositions143_5,1,0.64,235
claude_prompt3_false-presuppositions143_1,1,0.57,184
claude_prompt3_false-presuppositions143_2,1,0.41,232
claude_prompt3_false-presuppositions143_3,1,0.31,223
claude_prompt3_false-presuppositions143_4,1,0.70,233
claude_prompt3_false-presuppositions143_5,1,0.56,223
claude_prompt4_false-presuppositions143_1,1,0.62,200
claude_prompt4_false-presuppositions143_2,1,0.50,225
claude_prompt4_false-presuppositions143_3,1,0.38,218
claude_prompt4_false-presuppositions143_4,1,0.70,238
claude_prompt4_false-presuppositions143_5,1,0.61,231
claude_prompt0_false-presuppositions144_1,1,0.52,189
claude_prompt0_false-presuppositions144_2,1,0.51,220
claude_prompt0_false-presuppositions144_3,1,0.76,231
claude_prompt0_false-presuppositions144_4,1,0.73,235
claude_prompt0_false-presuppositions144_5,1,0.67,241
claude_prompt1_false-presuppositions144_1,1,0.47,164
claude_prompt1_false-presuppositions144_2,1,0.56,211
claude_prompt1_false-presuppositions144_3,1,0.71,211
claude_prompt1_false-presuppositions144_4,1,0.66,229
claude_prompt1_false-presuppositions144_5,1,0.63,226
claude_prompt2_false-presuppositions144_1,1,0.47,181
claude_prompt2_false-presuppositions144_2,1,0.60,217
claude_prompt2_false-presuppositions144_3,1,0.73,239
claude_prompt2_false-presuppositions144_4,1,0.74,251
claude_prompt2_false-presuppositions144_5,1,0.72,247
claude_prompt3_false-presuppositions144_1,1,0.49,175
claude_prompt3_false-presuppositions144_2,1,0.57,214
claude_prompt3_false-presuppositions144_3,1,0.68,208
claude_prompt3_false-presuppositions144_4,1,0.59,232
claude_prompt3_false-presuppositions144_5,1,0.66,224
claude_prompt4_false-presuppositions144_1,1,0.50,166
claude_prompt4_false-presuppositions144_2,1,0.59,233
claude_prompt4_false-presuppositions144_3,1,0.74,249
claude_prompt4_false-presuppositions144_4,1,0.74,240
claude_prompt4_false-presuppositions144_5,1,0.61,245
claude_prompt0_false-presuppositions145_1,1,0.50,170
claude_prompt0_false-presuppositions145_2,1,0.55,220
claude_prompt0_false-presuppositions145_3,1,0.63,215
claude_prompt0_false-presuppositions145_4,1,0.59,215
claude_prompt0_false-presuppositions145_5,1,0.70,208
claude_prompt1_false-presuppositions145_1,1,0.54,137
claude_prompt1_false-presuppositions145_2,1,0.55,215
claude_prompt1_false-presuppositions145_3,1,0.61,207
claude_prompt1_false-presuppositions145_4,1,0.50,205
claude_prompt1_false-presuppositions145_5,1,0.56,218
claude_prompt2_false-presuppositions145_1,1,0.53,179
claude_prompt2_false-presuppositions145_2,1,0.64,223
claude_prompt2_false-presuppositions145_3,1,0.62,235
claude_prompt2_false-presuppositions145_4,1,0.61,231
claude_prompt2_false-presuppositions145_5,1,0.56,225
claude_prompt3_false-presuppositions145_1,1,0.59,150
claude_prompt3_false-presuppositions145_2,1,0.52,231
claude_prompt3_false-presuppositions145_3,1,0.53,225
claude_prompt3_false-presuppositions145_4,1,0.55,241
claude_prompt3_false-presuppositions145_5,1,0.58,232
claude_prompt4_false-presuppositions145_1,1,0.56,166
claude_prompt4_false-presuppositions145_2,1,0.64,214
claude_prompt4_false-presuppositions145_3,1,0.65,220
claude_prompt4_false-presuppositions145_4,1,0.67,227
claude_prompt4_false-presuppositions145_5,1,0.67,232
claude_prompt0_false-presuppositions146_1,1,0.50,141
claude_prompt0_false-presuppositions146_2,1,0.46,221
claude_prompt0_false-presuppositions146_3,1,0.63,234
claude_prompt0_false-presuppositions146_4,1,0.44,232
claude_prompt0_false-presuppositions146_5,1,0.60,240
claude_prompt1_false-presuppositions146_1,1,0.57,125
claude_prompt1_false-presuppositions146_2,1,0.45,206
claude_prompt1_false-presuppositions146_3,1,0.61,207
claude_prompt1_false-presuppositions146_4,1,0.45,220
claude_prompt1_false-presuppositions146_5,1,0.53,222
claude_prompt2_false-presuppositions146_1,1,0.48,133
