GroupID,Segment,Person.1,Person.2,LSM,WC.Person.1,WC.Person.2
deepseek-r1_prompt1_false-presuppositions127_3,1,human,agent,0.64,18,245
deepseek-r1_prompt1_false-presuppositions127_4,1,human,agent,0.63,22,256
deepseek-r1_prompt1_false-presuppositions127_5,1,human,agent,0.32,17,274
deepseek-r1_prompt2_false-presuppositions127_1,1,human,agent,0.23,15,113
deepseek-r1_prompt2_false-presuppositions127_2,1,human,agent,0.51,23,240
deepseek-r1_prompt2_false-presuppositions127_3,1,human,agent,0.80,18,294
deepseek-r1_prompt2_false-presuppositions127_4,1,human,agent,0.73,22,322
deepseek-r1_prompt2_false-presuppositions127_5,1,human,agent,0.39,17,297
deepseek-r1_prompt3_false-presuppositions127_1,1,human,agent,0.15,15,226
deepseek-r1_prompt3_false-presuppositions127_2,1,human,agent,0.40,23,229
deepseek-r1_prompt3_false-presuppositions127_3,1,human,agent,0.55,18,267
deepseek-r1_prompt3_false-presuppositions127_4,1,human,agent,0.53,22,269
deepseek-r1_prompt3_false-presuppositions127_5,1,human,agent,0.28,17,282
deepseek-r1_prompt4_false-presuppositions127_1,1,human,agent,0.25,15,138
deepseek-r1_prompt4_false-presuppositions127_2,1,human,agent,0.53,23,215
deepseek-r1_prompt4_false-presuppositions127_3,1,human,agent,0.66,18,236
deepseek-r1_prompt4_false-presuppositions127_4,1,human,agent,0.64,22,241
deepseek-r1_prompt4_false-presuppositions127_5,1,human,agent,0.33,17,241
deepseek-r1_prompt0_false-presuppositions128_1,1,human,agent,0.48,17,261
deepseek-r1_prompt0_false-presuppositions128_2,1,human,agent,0.26,19,270
deepseek-r1_prompt0_false-presuppositions128_3,1,human,agent,0.44,19,288
deepseek-r1_prompt0_false-presuppositions128_4,1,human,agent,0.55,27,271
deepseek-r1_prompt0_false-presuppositions128_5,1,human,agent,0.63,22,276
deepseek-r1_prompt1_false-presuppositions128_1,1,human,agent,0.45,17,236
deepseek-r1_prompt1_false-presuppositions128_2,1,human,agent,0.37,19,269
deepseek-r1_prompt1_false-presuppositions128_3,1,human,agent,0.42,19,287
deepseek-r1_prompt1_false-presuppositions128_4,1,human,agent,0.54,27,287
deepseek-r1_prompt1_false-presuppositions128_5,1,human,agent,0.61,22,276
deepseek-r1_prompt2_false-presuppositions128_1,1,human,agent,0.49,17,116
deepseek-r1_prompt2_false-presuppositions128_2,1,human,agent,0.38,19,258
deepseek-r1_prompt2_false-presuppositions128_3,1,human,agent,0.54,19,279
deepseek-r1_prompt2_false-presuppositions128_4,1,human,agent,0.57,27,254
deepseek-r1_prompt2_false-presuppositions128_5,1,human,agent,0.60,22,274
deepseek-r1_prompt3_false-presuppositions128_1,1,human,agent,0.34,17,244
deepseek-r1_prompt3_false-presuppositions128_2,1,human,agent,0.33,19,230
deepseek-r1_prompt3_false-presuppositions128_3,1,human,agent,0.46,19,275
deepseek-r1_prompt3_false-presuppositions128_4,1,human,agent,0.56,27,265
deepseek-r1_prompt3_false-presuppositions128_5,1,human,agent,0.64,22,288
deepseek-r1_prompt4_false-presuppositions128_1,1,human,agent,0.33,17,112
deepseek-r1_prompt4_false-presuppositions128_2,1,human,agent,0.28,19,195
deepseek-r1_prompt4_false-presuppositions128_3,1,human,agent,0.53,19,260
deepseek-r1_prompt4_false-presuppositions128_4,1,human,agent,0.58,27,252
deepseek-r1_prompt4_false-presuppositions128_5,1,human,agent,0.67,22,260
deepseek-r1_prompt0_false-presuppositions129_1,1,human,agent,0.35,12,197
deepseek-r1_prompt0_false-presuppositions129_2,1,human,agent,0.25,17,228
deepseek-r1_prompt0_false-presuppositions129_3,1,human,agent,0.29,17,242
deepseek-r1_prompt0_false-presuppositions129_4,1,human,agent,0.37,17,264
deepseek-r1_prompt0_false-presuppositions129_5,1,human,agent,0.47,17,286
deepseek-r1_prompt1_false-presuppositions129_1,1,human,agent,0.29,12,195
deepseek-r1_prompt1_false-presuppositions129_2,1,human,agent,0.31,17,257
deepseek-r1_prompt1_false-presuppositions129_3,1,human,agent,0.35,17,235
deepseek-r1_prompt1_false-presuppositions129_4,1,human,agent,0.33,17,274
deepseek-r1_prompt1_false-presuppositions129_5,1,human,agent,0.30,17,256
deepseek-r1_prompt2_false-presuppositions129_1,1,human,agent,0.31,12,163
deepseek-r1_prompt2_false-presuppositions129_2,1,human,agent,0.33,17,242
deepseek-r1_prompt2_false-presuppositions129_3,1,human,agent,0.47,17,252
deepseek-r1_prompt2_false-presuppositions129_4,1,human,agent,0.43,17,266
deepseek-r1_prompt2_false-presuppositions129_5,1,human,agent,0.44,17,279
deepseek-r1_prompt3_false-presuppositions129_1,1,human,agent,0.26,12,207
deepseek-r1_prompt3_false-presuppositions129_2,1,human,agent,0.33,17,244
deepseek-r1_prompt3_false-presuppositions129_3,1,human,agent,0.34,17,276
deepseek-r1_prompt3_false-presuppositions129_4,1,human,agent,0.36,17,225
deepseek-r1_prompt3_false-presuppositions129_5,1,human,agent,0.37,17,279
deepseek-r1_prompt4_false-presuppositions129_1,1,human,agent,0.29,12,115
deepseek-r1_prompt4_false-presuppositions129_2,1,human,agent,0.29,17,243
deepseek-r1_prompt4_false-presuppositions129_3,1,human,agent,0.28,17,266
deepseek-r1_prompt4_false-presuppositions129_4,1,human,agent,0.38,17,238
deepseek-r1_prompt4_false-presuppositions129_5,1,human,agent,0.34,17,280
deepseek-r1_prompt0_false-presuppositions13_1,1
deepseek-r1_prompt0_false-presuppositions13_2,1,human,agent,0.13,13,212
deepseek-r1_prompt0_false-presuppositions13_3,1,human,agent,0.11,13,242
deepseek-r1_prompt0_false-presuppositions13_4,1,human,agent,0.11,13,242
deepseek-r1_prompt0_false-presuppositions13_5,1,human,agent,0.09,13,254
deepseek-r1_prompt1_false-presuppositions13_1,1
deepseek-r1_prompt1_false-presuppositions13_2,1,human,agent,0.09,13,238
deepseek-r1_prompt1_false-presuppositions13_3,1,human,agent,0.13,13,262
deepseek-r1_prompt1_false-presuppositions13_4,1,human,agent,0.11,13,255
deepseek-r1_prompt1_false-presuppositions13_5,1,human,agent,0.09,13,251
deepseek-r1_prompt2_false-presuppositions13_1,1
deepseek-r1_prompt2_false-presuppositions13_2,1,human,agent,0.15,13,263
deepseek-r1_prompt2_false-presuppositions13_3,1,human,agent,0.17,13,308
deepseek-r1_prompt2_false-presuppositions13_4,1,human,agent,0.15,13,285
deepseek-r1_prompt2_false-presuppositions13_5,1,human,agent,0.12,13,278
deepseek-r1_prompt3_false-presuppositions13_1,1
deepseek-r1_prompt3_false-presuppositions13_2,1,human,agent,0.07,13,242
deepseek-r1_prompt3_false-presuppositions13_3,1,human,agent,0.10,13,247
deepseek-r1_prompt3_false-presuppositions13_4,1,human,agent,0.09,13,257
deepseek-r1_prompt3_false-presuppositions13_5,1,human,agent,0.11,13,232
deepseek-r1_prompt4_false-presuppositions13_1,1
deepseek-r1_prompt4_false-presuppositions13_2,1,human,agent,0.11,13,230
deepseek-r1_prompt4_false-presuppositions13_3,1,human,agent,0.10,13,256
deepseek-r1_prompt4_false-presuppositions13_4,1,human,agent,0.09,13,279
deepseek-r1_prompt4_false-presuppositions13_5,1,human,agent,0.09,13,263
deepseek-r1_prompt0_false-presuppositions130_1,1,human,agent,0.49,25,245
deepseek-r1_prompt0_false-presuppositions130_2,1,human,agent,0.39,23,227
deepseek-r1_prompt0_false-presuppositions130_3,1,human,agent,0.42,22,281
deepseek-r1_prompt0_false-presuppositions130_4,1,human,agent,0.60,35,240
deepseek-r1_prompt0_false-presuppositions130_5,1,human,agent,0.57,29,267
deepseek-r1_prompt1_false-presuppositions130_1,1,human,agent,0.58,25,283
deepseek-r1_prompt1_false-presuppositions130_2,1,human,agent,0.35,23,247
deepseek-r1_prompt1_false-presuppositions130_3,1,human,agent,0.46,22,293
deepseek-r1_prompt1_false-presuppositions130_4,1,human,agent,0.66,35,250
deepseek-r1_prompt1_false-presuppositions130_5,1,human,agent,0.68,29,272
deepseek-r1_prompt2_false-presuppositions130_1,1,human,agent,0.52,25,242
deepseek-r1_prompt2_false-presuppositions130_2,1,human,agent,0.45,23,251
deepseek-r1_prompt2_false-presuppositions130_3,1,human,agent,0.50,22,280
deepseek-r1_prompt2_false-presuppositions130_4,1,human,agent,0.67,35,264
deepseek-r1_prompt2_false-presuppositions130_5,1,human,agent,0.71,29,335
deepseek-r1_prompt3_false-presuppositions130_1,1,human,agent,0.52,25,220
deepseek-r1_prompt3_false-presuppositions130_2,1,human,agent,0.38,23,247
deepseek-r1_prompt3_false-presuppositions130_3,1,human,agent,0.41,22,275
deepseek-r1_prompt3_false-presuppositions130_4,1,human,agent,0.48,35,237
deepseek-r1_prompt3_false-presuppositions130_5,1,human,agent,0.62,29,285
deepseek-r1_prompt4_false-presuppositions130_1,1,human,agent,0.67,25,107
deepseek-r1_prompt4_false-presuppositions130_2,1,human,agent,0.33,23,241
deepseek-r1_prompt4_false-presuppositions130_3,1,human,agent,0.49,22,251
deepseek-r1_prompt4_false-presuppositions130_4,1,human,agent,0.69,35,221
deepseek-r1_prompt4_false-presuppositions130_5,1,human,agent,0.61,29,287
deepseek-r1_prompt0_false-presuppositions131_1,1,human,agent,0.44,15,316
deepseek-r1_prompt0_false-presuppositions131_2,1,human,agent,0.32,14,267
deepseek-r1_prompt0_false-presuppositions131_3,1,human,agent,0.65,17,257
deepseek-r1_prompt0_false-presuppositions131_4,1,human,agent,0.61,17,279
deepseek-r1_prompt0_false-presuppositions131_5,1,human,agent,0.43,21,279
deepseek-r1_prompt1_false-presuppositions131_1,1,human,agent,0.55,15,259
deepseek-r1_prompt1_false-presuppositions131_2,1,human,agent,0.33,14,263
deepseek-r1_prompt1_false-presuppositions131_3,1,human,agent,0.48,17,250
deepseek-r1_prompt1_false-presuppositions131_4,1,human,agent,0.53,17,258
deepseek-r1_prompt1_false-presuppositions131_5,1,human,agent,0.41,21,247
deepseek-r1_prompt2_false-presuppositions131_1,1,human,agent,0.48,15,224
deepseek-r1_prompt2_false-presuppositions131_2,1,human,agent,0.32,14,263
deepseek-r1_prompt2_false-presuppositions131_3,1,human,agent,0.59,17,268
deepseek-r1_prompt2_false-presuppositions131_4,1,human,agent,0.58,17,258
deepseek-r1_prompt2_false-presuppositions131_5,1,human,agent,0.50,21,292
deepseek-r1_prompt3_false-presuppositions131_1,1,human,agent,0.57,15,241
deepseek-r1_prompt3_false-presuppositions131_2,1,human,agent,0.31,14,253
deepseek-r1_prompt3_false-presuppositions131_3,1,human,agent,0.55,17,279
deepseek-r1_prompt3_false-presuppositions131_4,1,human,agent,0.55,17,262
deepseek-r1_prompt3_false-presuppositions131_5,1,human,agent,0.40,21,292
deepseek-r1_prompt4_false-presuppositions131_1,1,human,agent,0.42,15,261
deepseek-r1_prompt4_false-presuppositions131_2,1,human,agent,0.34,14,237
deepseek-r1_prompt4_false-presuppositions131_3,1,human,agent,0.54,17,272
deepseek-r1_prompt4_false-presuppositions131_4,1,human,agent,0.59,17,286
deepseek-r1_prompt4_false-presuppositions131_5,1,human,agent,0.41,21,247
deepseek-r1_prompt0_false-presuppositions132_1,1,human,agent,0.48,18,281
deepseek-r1_prompt0_false-presuppositions132_2,1,human,agent,0.31,17,231
deepseek-r1_prompt0_false-presuppositions132_3,1,human,agent,0.39,22,269
deepseek-r1_prompt0_false-presuppositions132_4,1,human,agent,0.61,28,286
deepseek-r1_prompt0_false-presuppositions132_5,1,human,agent,0.59,32,254
deepseek-r1_prompt1_false-presuppositions132_1,1,human,agent,0.63,18,250
deepseek-r1_prompt1_false-presuppositions132_2,1,human,agent,0.36,17,251
deepseek-r1_prompt1_false-presuppositions132_3,1,human,agent,0.50,22,274
deepseek-r1_prompt1_false-presuppositions132_4,1,human,agent,0.65,28,269
deepseek-r1_prompt1_false-presuppositions132_5,1,human,agent,0.52,32,238
deepseek-r1_prompt2_false-presuppositions132_1,1,human,agent,0.54,18,139
deepseek-r1_prompt2_false-presuppositions132_2,1,human,agent,0.45,17,264
deepseek-r1_prompt2_false-presuppositions132_3,1,human,agent,0.52,22,312
deepseek-r1_prompt2_false-presuppositions132_4,1,human,agent,0.72,28,317
deepseek-r1_prompt2_false-presuppositions132_5,1,human,agent,0.69,32,319
deepseek-r1_prompt3_false-presuppositions132_1,1,human,agent,0.65,18,227
deepseek-r1_prompt3_false-presuppositions132_2,1,human,agent,0.37,17,244
deepseek-r1_prompt3_false-presuppositions132_3,1,human,agent,0.50,22,240
deepseek-r1_prompt3_false-presuppositions132_4,1,human,agent,0.62,28,287
deepseek-r1_prompt3_false-presuppositions132_5,1,human,agent,0.51,32,278
deepseek-r1_prompt4_false-presuppositions132_1,1,human,agent,0.53,18,150
deepseek-r1_prompt4_false-presuppositions132_2,1,human,agent,0.39,17,264
deepseek-r1_prompt4_false-presuppositions132_3,1,human,agent,0.55,22,284
deepseek-r1_prompt4_false-presuppositions132_4,1,human,agent,0.67,28,283
deepseek-r1_prompt4_false-presuppositions132_5,1,human,agent,0.61,32,319
deepseek-r1_prompt0_false-presuppositions133_1,1,human,agent,0.31,18,302
deepseek-r1_prompt0_false-presuppositions133_2,1,human,agent,0.35,19,251
deepseek-r1_prompt0_false-presuppositions133_3,1,human,agent,0.41,23,285
deepseek-r1_prompt0_false-presuppositions133_4,1,human,agent,0.54,32,281
deepseek-r1_prompt0_false-presuppositions133_5,1,human,agent,0.26,24,242
deepseek-r1_prompt1_false-presuppositions133_1,1,human,agent,0.29,18,270
deepseek-r1_prompt1_false-presuppositions133_2,1,human,agent,0.31,19,243
deepseek-r1_prompt1_false-presuppositions133_3,1,human,agent,0.46,23,260
deepseek-r1_prompt1_false-presuppositions133_4,1,human,agent,0.57,32,280
deepseek-r1_prompt1_false-presuppositions133_5,1,human,agent,0.27,24,286
deepseek-r1_prompt2_false-presuppositions133_1,1,human,agent,0.50,18,216
deepseek-r1_prompt2_false-presuppositions133_2,1,human,agent,0.40,19,243
deepseek-r1_prompt2_false-presuppositions133_3,1,human,agent,0.63,23,281
deepseek-r1_prompt2_false-presuppositions133_4,1,human,agent,0.57,32,317
deepseek-r1_prompt2_false-presuppositions133_5,1,human,agent,0.37,24,323
deepseek-r1_prompt3_false-presuppositions133_1,1,human,agent,0.29,18,234
deepseek-r1_prompt3_false-presuppositions133_2,1,human,agent,0.31,19,258
deepseek-r1_prompt3_false-presuppositions133_3,1,human,agent,0.35,23,261
deepseek-r1_prompt3_false-presuppositions133_4,1,human,agent,0.46,32,269
deepseek-r1_prompt3_false-presuppositions133_5,1,human,agent,0.27,24,288
deepseek-r1_prompt4_false-presuppositions133_1,1,human,agent,0.39,18,120
deepseek-r1_prompt4_false-presuppositions133_2,1,human,agent,0.38,19,235
deepseek-r1_prompt4_false-presuppositions133_3,1,human,agent,0.39,23,251
deepseek-r1_prompt4_false-presuppositions133_4,1,human,agent,0.46,32,278
deepseek-r1_prompt4_false-presuppositions133_5,1,human,agent,0.36,24,311
deepseek-r1_prompt0_false-presuppositions134_1,1,human,agent,0.24,20,269
deepseek-r1_prompt0_false-presuppositions134_2,1,human,agent,0.54,31,283
deepseek-r1_prompt0_false-presuppositions134_3,1,human,agent,0.49,21,265
deepseek-r1_prompt0_false-presuppositions134_4,1,human,agent,0.56,35,265
deepseek-r1_prompt0_false-presuppositions134_5,1,human,agent,0.55,26,281
deepseek-r1_prompt2_false-presuppositions134_1,1,human,agent,0.26,20,113
deepseek-r1_prompt2_false-presuppositions134_2,1,human,agent,0.54,31,249
deepseek-r1_prompt2_false-presuppositions134_3,1,human,agent,0.50,21,273
deepseek-r1_prompt2_false-presuppositions134_4,1,human,agent,0.56,35,300
deepseek-r1_prompt2_false-presuppositions134_5,1,human,agent,0.56,26,315
deepseek-r1_prompt3_false-presuppositions134_1,1,human,agent,0.35,20,193
deepseek-r1_prompt3_false-presuppositions134_2,1,human,agent,0.51,31,248
deepseek-r1_prompt3_false-presuppositions134_3,1,human,agent,0.50,21,294
deepseek-r1_prompt3_false-presuppositions134_4,1,human,agent,0.49,35,289
deepseek-r1_prompt3_false-presuppositions134_5,1,human,agent,0.51,26,300
deepseek-r1_prompt4_false-presuppositions134_1,1,human,agent,0.25,20,101
deepseek-r1_prompt4_false-presuppositions134_2,1,human,agent,0.53,31,222
deepseek-r1_prompt4_false-presuppositions134_3,1,human,agent,0.41,21,219
deepseek-r1_prompt4_false-presuppositions134_4,1,human,agent,0.58,35,263
deepseek-r1_prompt4_false-presuppositions134_5,1,human,agent,0.52,26,287
deepseek-r1_prompt0_false-presuppositions135_1,1,human,agent,0.43,23,300
deepseek-r1_prompt0_false-presuppositions135_2,1,human,agent,0.36,21,263
deepseek-r1_prompt0_false-presuppositions135_3,1,human,agent,0.45,24,251
deepseek-r1_prompt0_false-presuppositions135_4,1,human,agent,0.57,28,247
deepseek-r1_prompt0_false-presuppositions135_5,1,human,agent,0.50,24,248
deepseek-r1_prompt1_false-presuppositions135_1,1,human,agent,0.36,23,281
deepseek-r1_prompt1_false-presuppositions135_2,1,human,agent,0.35,21,259
deepseek-r1_prompt1_false-presuppositions135_3,1,human,agent,0.64,24,227
deepseek-r1_prompt1_false-presuppositions135_4,1,human,agent,0.58,28,256
deepseek-r1_prompt1_false-presuppositions135_5,1,human,agent,0.43,24,269
deepseek-r1_prompt2_false-presuppositions135_1,1,human,agent,0.48,23,143
deepseek-r1_prompt2_false-presuppositions135_2,1,human,agent,0.43,21,284
deepseek-r1_prompt2_false-presuppositions135_3,1,human,agent,0.62,24,322
deepseek-r1_prompt2_false-presuppositions135_4,1,human,agent,0.68,28,279
deepseek-r1_prompt2_false-presuppositions135_5,1,human,agent,0.40,24,250
deepseek-r1_prompt3_false-presuppositions135_1,1,human,agent,0.35,23,187
deepseek-r1_prompt3_false-presuppositions135_2,1,human,agent,0.31,21,251
deepseek-r1_prompt3_false-presuppositions135_3,1,human,agent,0.46,24,264
deepseek-r1_prompt3_false-presuppositions135_4,1,human,agent,0.66,28,271
deepseek-r1_prompt3_false-presuppositions135_5,1,human,agent,0.40,24,215
deepseek-r1_prompt4_false-presuppositions135_1,1,human,agent,0.39,23,132
deepseek-r1_prompt4_false-presuppositions135_2,1,human,agent,0.37,21,214
deepseek-r1_prompt4_false-presuppositions135_3,1,human,agent,0.56,24,244
deepseek-r1_prompt4_false-presuppositions135_4,1,human,agent,0.56,28,268
deepseek-r1_prompt4_false-presuppositions135_5,1,human,agent,0.45,24,272
deepseek-r1_prompt0_false-presuppositions136_1,1,human,agent,0.38,22,233
deepseek-r1_prompt0_false-presuppositions136_2,1,human,agent,0.56,24,241
deepseek-r1_prompt0_false-presuppositions136_3,1,human,agent,0.54,20,268
deepseek-r1_prompt0_false-presuppositions136_4,1,human,agent,0.71,32,261
deepseek-r1_prompt0_false-presuppositions136_5,1,human,agent,0.54,29,276
deepseek-r1_prompt1_false-presuppositions136_1,1,human,agent,0.43,22,309
deepseek-r1_prompt1_false-presuppositions136_2,1,human,agent,0.52,24,248
deepseek-r1_prompt1_false-presuppositions136_3,1,human,agent,0.55,20,258
deepseek-r1_prompt1_false-presuppositions136_4,1,human,agent,0.69,32,236
deepseek-r1_prompt1_false-presuppositions136_5,1,human,agent,0.62,29,248
deepseek-r1_prompt2_false-presuppositions136_1,1,human,agent,0.58,22,109
deepseek-r1_prompt2_false-presuppositions136_2,1,human,agent,0.62,24,255
deepseek-r1_prompt2_false-presuppositions136_3,1,human,agent,0.49,20,262
deepseek-r1_prompt2_false-presuppositions136_4,1,human,agent,0.72,32,290
deepseek-r1_prompt2_false-presuppositions136_5,1,human,agent,0.65,29,286
deepseek-r1_prompt3_false-presuppositions136_1,1,human,agent,0.52,22,151
deepseek-r1_prompt3_false-presuppositions136_2,1,human,agent,0.44,24,209
deepseek-r1_prompt3_false-presuppositions136_3,1,human,agent,0.62,20,214
deepseek-r1_prompt3_false-presuppositions136_4,1,human,agent,0.66,32,249
deepseek-r1_prompt3_false-presuppositions136_5,1,human,agent,0.48,29,251
deepseek-r1_prompt4_false-presuppositions136_1,1,human,agent,0.41,22,155
deepseek-r1_prompt4_false-presuppositions136_2,1,human,agent,0.58,24,271
deepseek-r1_prompt4_false-presuppositions136_3,1,human,agent,0.51,20,272
deepseek-r1_prompt4_false-presuppositions136_4,1,human,agent,0.75,32,295
deepseek-r1_prompt4_false-presuppositions136_5,1,human,agent,0.61,29,294
deepseek-r1_prompt0_false-presuppositions137_1,1,human,agent,0.51,23,165
deepseek-r1_prompt0_false-presuppositions137_2,1,human,agent,0.43,18,241
deepseek-r1_prompt0_false-presuppositions137_3,1,human,agent,0.70,25,282
deepseek-r1_prompt0_false-presuppositions137_4,1,human,agent,0.84,31,253
deepseek-r1_prompt0_false-presuppositions137_5,1,human,agent,0.62,28,245
deepseek-r1_prompt1_false-presuppositions137_1,1,human,agent,0.65,23,247
deepseek-r1_prompt1_false-presuppositions137_2,1,human,agent,0.57,18,222
deepseek-r1_prompt1_false-presuppositions137_3,1,human,agent,0.66,25,243
deepseek-r1_prompt1_false-presuppositions137_4,1,human,agent,0.85,31,257
deepseek-r1_prompt1_false-presuppositions137_5,1,human,agent,0.59,28,263
deepseek-r1_prompt2_false-presuppositions137_1,1,human,agent,0.50,23,160
deepseek-r1_prompt2_false-presuppositions137_2,1,human,agent,0.62,18,209
deepseek-r1_prompt2_false-presuppositions137_3,1,human,agent,0.78,25,227
deepseek-r1_prompt2_false-presuppositions137_4,1,human,agent,0.79,31,236
deepseek-r1_prompt2_false-presuppositions137_5,1,human,agent,0.59,28,254
deepseek-r1_prompt3_false-presuppositions137_1,1,human,agent,0.51,23,207
deepseek-r1_prompt3_false-presuppositions137_2,1,human,agent,0.53,18,227
deepseek-r1_prompt3_false-presuppositions137_3,1,human,agent,0.63,25,290
deepseek-r1_prompt3_false-presuppositions137_4,1,human,agent,0.68,31,234
deepseek-r1_prompt3_false-presuppositions137_5,1,human,agent,0.55,28,270
deepseek-r1_prompt4_false-presuppositions137_1,1,human,agent,0.53,23,126
deepseek-r1_prompt4_false-presuppositions137_2,1,human,agent,0.53,18,189
deepseek-r1_prompt4_false-presuppositions137_3,1,human,agent,0.79,25,198
deepseek-r1_prompt4_false-presuppositions137_4,1,human,agent,0.80,31,242
deepseek-r1_prompt4_false-presuppositions137_5,1,human,agent,0.59,28,240
deepseek-r1_prompt0_false-presuppositions138_1,1,human,agent,0.51,15,258
deepseek-r1_prompt0_false-presuppositions138_2,1,human,agent,0.31,16,214
deepseek-r1_prompt0_false-presuppositions138_3,1,human,agent,0.59,23,241
deepseek-r1_prompt0_false-presuppositions138_4,1,human,agent,0.60,33,207
deepseek-r1_prompt0_false-presuppositions138_5,1,human,agent,0.60,22,287
deepseek-r1_prompt1_false-presuppositions138_1,1,human,agent,0.39,15,219
deepseek-r1_prompt1_false-presuppositions138_2,1,human,agent,0.31,16,206
deepseek-r1_prompt1_false-presuppositions138_3,1,human,agent,0.66,23,241
deepseek-r1_prompt1_false-presuppositions138_4,1,human,agent,0.60,33,219
deepseek-r1_prompt1_false-presuppositions138_5,1,human,agent,0.53,22,240
deepseek-r1_prompt2_false-presuppositions138_1,1,human,agent,0.46,15,105
deepseek-r1_prompt2_false-presuppositions138_2,1,human,agent,0.34,16,259
deepseek-r1_prompt2_false-presuppositions138_3,1,human,agent,0.57,23,211
deepseek-r1_prompt2_false-presuppositions138_4,1,human,agent,0.61,33,204
deepseek-r1_prompt2_false-presuppositions138_5,1,human,agent,0.68,22,291
deepseek-r1_prompt3_false-presuppositions138_1,1,human,agent,0.48,15,111
deepseek-r1_prompt3_false-presuppositions138_2,1,human,agent,0.33,16,231
deepseek-r1_prompt3_false-presuppositions138_3,1,human,agent,0.64,23,280
deepseek-r1_prompt3_false-presuppositions138_4,1,human,agent,0.59,33,261
deepseek-r1_prompt3_false-presuppositions138_5,1,human,agent,0.59,22,270
deepseek-r1_prompt4_false-presuppositions138_1,1,human,agent,0.40,15,161
deepseek-r1_prompt4_false-presuppositions138_2,1,human,agent,0.35,16,236
deepseek-r1_prompt4_false-presuppositions138_3,1,human,agent,0.68,23,233
deepseek-r1_prompt4_false-presuppositions138_4,1,human,agent,0.60,33,220
deepseek-r1_prompt4_false-presuppositions138_5,1,human,agent,0.66,22,282
deepseek-r1_prompt0_false-presuppositions139_1,1,human,agent,0.57,29,263
deepseek-r1_prompt0_false-presuppositions139_2,1,human,agent,0.41,14,258
deepseek-r1_prompt0_false-presuppositions139_3,1,human,agent,0.72,19,266
deepseek-r1_prompt0_false-presuppositions139_4,1,human,agent,0.36,21,243
deepseek-r1_prompt0_false-presuppositions139_5,1,human,agent,0.54,29,263
deepseek-r1_prompt1_false-presuppositions139_1,1,human,agent,0.61,29,273
deepseek-r1_prompt1_false-presuppositions139_2,1,human,agent,0.44,14,248
deepseek-r1_prompt1_false-presuppositions139_3,1,human,agent,0.81,19,303
deepseek-r1_prompt1_false-presuppositions139_4,1,human,agent,0.51,21,289
deepseek-r1_prompt1_false-presuppositions139_5,1,human,agent,0.50,29,275
deepseek-r1_prompt2_false-presuppositions139_1,1,human,agent,0.72,29,151
deepseek-r1_prompt2_false-presuppositions139_2,1,human,agent,0.45,14,282
deepseek-r1_prompt2_false-presuppositions139_3,1,human,agent,0.80,19,330
deepseek-r1_prompt2_false-presuppositions139_4,1,human,agent,0.55,21,318
deepseek-r1_prompt2_false-presuppositions139_5,1,human,agent,0.59,29,326
deepseek-r1_prompt3_false-presuppositions139_1,1,human,agent,0.54,29,241
deepseek-r1_prompt3_false-presuppositions139_2,1,human,agent,0.35,14,218
deepseek-r1_prompt3_false-presuppositions139_3,1,human,agent,0.67,19,270
deepseek-r1_prompt3_false-presuppositions139_4,1,human,agent,0.41,21,255
deepseek-r1_prompt3_false-presuppositions139_5,1,human,agent,0.52,29,258
deepseek-r1_prompt4_false-presuppositions139_1,1,human,agent,0.71,29,149
deepseek-r1_prompt4_false-presuppositions139_2,1,human,agent,0.39,14,213
deepseek-r1_prompt4_false-presuppositions139_3,1,human,agent,0.68,19,247
deepseek-r1_prompt4_false-presuppositions139_4,1,human,agent,0.48,21,266
deepseek-r1_prompt4_false-presuppositions139_5,1,human,agent,0.53,29,241
deepseek-r1_prompt0_false-presuppositions14_1,1,human,agent,0.65,31,195
deepseek-r1_prompt0_false-presuppositions14_2,1,human,agent,0.43,14,277
deepseek-r1_prompt0_false-presuppositions14_3,1,human,agent,0.65,18,277
deepseek-r1_prompt0_false-presuppositions14_4,1,human,agent,0.58,23,276
deepseek-r1_prompt0_false-presuppositions14_5,1,human,agent,0.59,24,275
deepseek-r1_prompt1_false-presuppositions14_1,1,human,agent,0.72,31,255
deepseek-r1_prompt1_false-presuppositions14_2,1,human,agent,0.43,14,247
deepseek-r1_prompt1_false-presuppositions14_3,1,human,agent,0.64,18,260
deepseek-r1_prompt1_false-presuppositions14_4,1,human,agent,0.56,23,278
deepseek-r1_prompt1_false-presuppositions14_5,1,human,agent,0.60,24,276
deepseek-r1_prompt2_false-presuppositions14_1,1,human,agent,0.64,31,133
deepseek-r1_prompt2_false-presuppositions14_2,1,human,agent,0.43,14,226
deepseek-r1_prompt2_false-presuppositions14_3,1,human,agent,0.63,18,280
deepseek-r1_prompt2_false-presuppositions14_4,1,human,agent,0.63,23,278
deepseek-r1_prompt2_false-presuppositions14_5,1,human,agent,0.58,24,269
deepseek-r1_prompt3_false-presuppositions14_1,1,human,agent,0.63,31,160
deepseek-r1_prompt3_false-presuppositions14_2,1,human,agent,0.37,14,196
deepseek-r1_prompt3_false-presuppositions14_3,1,human,agent,0.66,18,204
deepseek-r1_prompt3_false-presuppositions14_4,1,human,agent,0.57,23,239
deepseek-r1_prompt3_false-presuppositions14_5,1,human,agent,0.57,24,253
deepseek-r1_prompt4_false-presuppositions14_1,1,human,agent,0.72,31,151
